Entity,Code,Year,Literacy rate among young men,Literacy rate among young women,World region according to OWID
Vanuatu,VUT,2023,93.36447,94.51224,Oceania
Venezuela,VEN,1981,92.0,94.0,South America
Venezuela,VEN,1990,95.0,96.0,South America
Venezuela,VEN,2000,96.9,98.2,South America
Venezuela,VEN,2001,97.0,98.3,South America
Venezuela,VEN,2002,97.2,98.4,South America
Venezuela,VEN,2003,97.2,98.5,South America
Venezuela,VEN,2004,97.7,98.6,South America
Venezuela,VEN,2005,97.6,98.5,South America
Venezuela,VEN,2006,97.8,98.8,South America
Venezuela,VEN,2007,98.0,98.8,South America
Venezuela,VEN,2008,98.1,98.9,South America
Venezuela,VEN,2009,98.3,98.8,South America
Venezuela,VEN,2010,98.1,98.8,South America
Venezuela,VEN,2011,98.3,99.0,South America
Venezuela,VEN,2012,98.6,99.1,South America
Venezuela,VEN,2013,98.5,98.9,South America
Venezuela,VEN,2014,98.6,99.2,South America
Venezuela,VEN,2015,99.0,99.0,South America
Venezuela,VEN,2016,98.0,99.0,South America
Vietnam,VNM,1979,96.0,94.0,Asia
Vietnam,VNM,1989,94.0,93.0,Asia
Vietnam,VNM,1999,95.0,94.0,Asia
Vietnam,VNM,2000,96.0,94.0,Asia
Vietnam,VNM,2006,,100.0,Asia
Vietnam,VNM,2009,97.0,97.0,Asia
Vietnam,VNM,2014,,98.81,Asia
Vietnam,VNM,2019,99.0,99.0,Asia
Vietnam,VNM,2020,97.48152,98.96916,Asia
Vietnam,VNM,2022,99.0,99.0,Asia
World,OWID_WRL,1975,84.20595,69.73282,
World,OWID_WRL,1976,84.17135,69.79862,
World,OWID_WRL,1977,84.20283,70.07248,
World,OWID_WRL,1978,84.46616,70.94979,
World,OWID_WRL,1979,84.77585,71.87965,
World,OWID_WRL,1980,84.9404,72.73877,
World,OWID_WRL,1981,85.0829,73.51524,
World,OWID_WRL,1982,85.20493,74.21412,
World,OWID_WRL,1983,85.2977,74.83505,
World,OWID_WRL,1984,85.46811,75.57709,
World,OWID_WRL,1985,85.64762,76.22743,
World,OWID_WRL,1986,85.81324,76.82139,
World,OWID_WRL,1987,86.27433,77.6648,
World,OWID_WRL,1988,87.0731,78.00692,
World,OWID_WRL,1989,87.18682,78.39028,
World,OWID_WRL,1990,87.31748,78.86351,
World,OWID_WRL,1991,87.43884,79.24219,
World,OWID_WRL,1992,87.67215,79.55118,
World,OWID_WRL,1993,87.92209,79.79938,
World,OWID_WRL,1994,88.03336,80.19295,
World,OWID_WRL,1995,88.14821,80.59619,
World,OWID_WRL,1996,88.23841,80.9904,
World,OWID_WRL,1997,88.7176,82.21442,
World,OWID_WRL,1998,89.70054,82.80887,
World,OWID_WRL,1999,89.85753,83.27845,
World,OWID_WRL,2000,89.84021,83.30813,
World,OWID_WRL,2001,89.94985,83.82793,
World,OWID_WRL,2002,90.38558,84.33525,
World,OWID_WRL,2003,90.82547,84.83368,
World,OWID_WRL,2004,90.99728,85.37423,
World,OWID_WRL,2005,91.38889,85.40587,
World,OWID_WRL,2006,90.91807,85.46435,
World,OWID_WRL,2007,91.08644,86.00191,
World,OWID_WRL,2008,91.41756,86.55271,
World,OWID_WRL,2009,91.40515,86.77014,
World,OWID_WRL,2010,91.80122,87.23128,
World,OWID_WRL,2011,91.86451,87.70053,
World,OWID_WRL,2012,92.09037,88.10454,
World,OWID_WRL,2013,92.42617,88.67801,
World,OWID_WRL,2014,92.55024,89.10535,
World,OWID_WRL,2015,92.69437,89.52198,
World,OWID_WRL,2016,92.76739,89.83617,
World,OWID_WRL,2017,92.85626,90.04203,
World,OWID_WRL,2018,92.88166,90.12206,
World,OWID_WRL,2019,93.74094,90.9163,
World,OWID_WRL,2020,93.77812,91.07546,
World,OWID_WRL,2021,93.83333,91.26919,
World,OWID_WRL,2022,93.8974,91.50098,
World,OWID_WRL,2023,93.93184,91.67273,
Yemen,YEM,1994,83.0,35.0,Asia
Yemen,YEM,2006,,65.66,Asia
Yemen,YEM,2013,,64.08,Asia
Yemen,YEM,2023,61.76,76.91698,Asia
Zambia,ZMB,1990,67.0,66.0,Africa
Zambia,ZMB,1999,73.0,66.0,Africa
Zambia,ZMB,2002,78.0,66.0,Africa
Zambia,ZMB,2010,91.0,87.0,Africa
Zambia,ZMB,2018,82.44786,72.90992,Africa
Zimbabwe,ZWE,1982,94.0,85.0,Africa
Zimbabwe,ZWE,1992,97.0,94.0,Africa
Zimbabwe,ZWE,2009,,95.65,Africa
Zimbabwe,ZWE,2014,,96.31,Africa
Zimbabwe,ZWE,2019,90.77383,94.2159,Africa
